stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Leon\source\repos\JogoEmAllegro\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.00712] added dtor for sub_bitmap 00000280C95CB670, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00715] added dtor for sub_bitmap 00000280C95CB860, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00719] added dtor for sub_bitmap 00000280C95CC020, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00723] added dtor for sub_bitmap 00000280C95CD870, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00726] added dtor for sub_bitmap 00000280C95CE600, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00730] added dtor for sub_bitmap 00000280C95CF390, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00733] added dtor for sub_bitmap 00000280C95CEDC0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00737] added dtor for sub_bitmap 00000280C95CEFB0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00740] added dtor for sub_bitmap 00000280C95CEBD0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00744] added dtor for sub_bitmap 00000280C95CDA60, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00749] added dtor for sub_bitmap 00000280C95CE7F0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00752] added dtor for sub_bitmap 00000280C95CDC50, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00756] added dtor for sub_bitmap 00000280C95CF1A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00760] added dtor for sub_bitmap 00000280C95CE9E0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00764] added dtor for sub_bitmap 00000280C95CD680, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00767] added dtor for sub_bitmap 00000280C95CDE40, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00771] added dtor for sub_bitmap 00000280C95CE030, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00778] added dtor for sub_bitmap 00000280C95CE220, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00783] added dtor for sub_bitmap 00000280C95CE410, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00788] added dtor for sub_bitmap 00000280C95D1050, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00792] added dtor for sub_bitmap 00000280C95D1810, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00795] added dtor for sub_bitmap 00000280C95D1240, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00798] added dtor for sub_bitmap 00000280C95D1A00, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00803] added dtor for sub_bitmap 00000280C95D1BF0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00807] added dtor for sub_bitmap 00000280C95D1DE0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00810] added dtor for sub_bitmap 00000280C95D0E60, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00814] added dtor for sub_bitmap 00000280C95D0890, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00817] added dtor for sub_bitmap 00000280C95D1FD0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00821] added dtor for sub_bitmap 00000280C95D0A80, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00824] added dtor for sub_bitmap 00000280C95D21C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00830] added dtor for sub_bitmap 00000280C95D1430, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00834] added dtor for sub_bitmap 00000280C95D0C70, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00837] added dtor for sub_bitmap 00000280C95D23B0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00841] added dtor for sub_bitmap 00000280C95D1620, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00844] added dtor for sub_bitmap 00000280C95D06A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00849] added dtor for sub_bitmap 00000280C95D3C90, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00852] added dtor for sub_bitmap 00000280C95D4C10, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00856] added dtor for sub_bitmap 00000280C95D4070, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00859] added dtor for sub_bitmap 00000280C95D3E80, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00863] added dtor for sub_bitmap 00000280C95D4A20, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00866] added dtor for sub_bitmap 00000280C95D51E0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00870] added dtor for sub_bitmap 00000280C95D36C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00873] added dtor for sub_bitmap 00000280C95D53D0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00876] added dtor for sub_bitmap 00000280C95D4260, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00880] added dtor for sub_bitmap 00000280C95D38B0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00884] added dtor for sub_bitmap 00000280C95D4640, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00888] added dtor for sub_bitmap 00000280C95D3AA0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00891] added dtor for sub_bitmap 00000280C95D4450, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00894] added dtor for sub_bitmap 00000280C95D4830, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00898] added dtor for sub_bitmap 00000280C95D4E00, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00906] added dtor for sub_bitmap 00000280C95D4FF0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00912] added dtor for sub_bitmap 00000280C95D6FF0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00916] added dtor for sub_bitmap 00000280C95D8540, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00919] added dtor for sub_bitmap 00000280C95D8730, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00923] added dtor for sub_bitmap 00000280C95D79A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00926] added dtor for sub_bitmap 00000280C95D71E0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00930] added dtor for sub_bitmap 00000280C95D73D0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00933] added dtor for sub_bitmap 00000280C95D7D80, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00937] added dtor for sub_bitmap 00000280C95D6A20, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00940] added dtor for sub_bitmap 00000280C95D6C10, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00944] added dtor for sub_bitmap 00000280C95D75C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00948] added dtor for sub_bitmap 00000280C95D6E00, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00951] added dtor for sub_bitmap 00000280C95D77B0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00955] added dtor for sub_bitmap 00000280C95D7B90, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00959] added dtor for sub_bitmap 00000280C95D7F70, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00962] added dtor for sub_bitmap 00000280C95D8160, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00966] added dtor for sub_bitmap 00000280C95D8350, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00970] added dtor for sub_bitmap 00000280C95D9E40, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00974] added dtor for sub_bitmap 00000280C95DAFB0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00977] added dtor for sub_bitmap 00000280C95DB1A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00981] added dtor for sub_bitmap 00000280C95DB770, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00984] added dtor for sub_bitmap 00000280C95DA7F0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00988] added dtor for sub_bitmap 00000280C95DA220, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00991] added dtor for sub_bitmap 00000280C95DB390, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00995] added dtor for sub_bitmap 00000280C95DA410, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00998] added dtor for sub_bitmap 00000280C95DB960, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01002] added dtor for sub_bitmap 00000280C95DA9E0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01006] added dtor for sub_bitmap 00000280C95DA600, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01015] added dtor for sub_bitmap 00000280C95DB580, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01019] added dtor for sub_bitmap 00000280C95DABD0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01023] added dtor for sub_bitmap 00000280C95DADC0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01026] added dtor for sub_bitmap 00000280C95DBB50, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01030] added dtor for sub_bitmap 00000280C95DA030, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01034] added dtor for sub_bitmap 00000280C95DCBE0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01038] added dtor for sub_bitmap 00000280C95DC610, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01041] added dtor for sub_bitmap 00000280C95DD1B0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01046] added dtor for sub_bitmap 00000280C95DC9F0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01050] added dtor for sub_bitmap 00000280C95DC420, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01054] added dtor for sub_bitmap 00000280C95DCDD0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01057] added dtor for sub_bitmap 00000280C95DC800, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01061] added dtor for sub_bitmap 00000280C95DDB60, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01064] added dtor for sub_bitmap 00000280C95DBE50, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01068] added dtor for sub_bitmap 00000280C95DC040, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01071] added dtor for sub_bitmap 00000280C95DCFC0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01075] added dtor for sub_bitmap 00000280C95DD3A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01078] added dtor for sub_bitmap 00000280C95DD590, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01082] added dtor for sub_bitmap 00000280C95DD970, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01085] added dtor for sub_bitmap 00000280C95DC230, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01089] added dtor for sub_bitmap 00000280C95DD780, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01093] added dtor for sub_bitmap 00000280C95E1150, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01097] added dtor for sub_bitmap 00000280C95DFC00, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01101] added dtor for sub_bitmap 00000280C95E22C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01104] added dtor for sub_bitmap 00000280C95E0B80, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01108] added dtor for sub_bitmap 00000280C95DF060, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01112] added dtor for sub_bitmap 00000280C95DFDF0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01116] added dtor for sub_bitmap 00000280C95E2890, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01120] added dtor for sub_bitmap 00000280C95DF630, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01124] added dtor for sub_bitmap 00000280C95E24B0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01128] added dtor for sub_bitmap 00000280C95E0F60, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01132] added dtor for sub_bitmap 00000280C95E0990, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01135] added dtor for sub_bitmap 00000280C95DF250, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01139] added dtor for sub_bitmap 00000280C95E26A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01142] added dtor for sub_bitmap 00000280C95DFA10, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01146] added dtor for sub_bitmap 00000280C95DF440, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01150] added dtor for sub_bitmap 00000280C95E1530, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01153] added dtor for sub_bitmap 00000280C95DFFE0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01157] added dtor for sub_bitmap 00000280C95E1910, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01160] added dtor for sub_bitmap 00000280C95E1340, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01164] added dtor for sub_bitmap 00000280C95E01D0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01168] added dtor for sub_bitmap 00000280C95E05B0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01171] added dtor for sub_bitmap 00000280C95E2A80, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01175] added dtor for sub_bitmap 00000280C95DEE70, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01178] added dtor for sub_bitmap 00000280C95E07A0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01182] added dtor for sub_bitmap 00000280C95E1720, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01186] added dtor for sub_bitmap 00000280C95E20D0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01189] added dtor for sub_bitmap 00000280C95E0D70, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01193] added dtor for sub_bitmap 00000280C95DF820, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01196] added dtor for sub_bitmap 00000280C95E1B00, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01200] added dtor for sub_bitmap 00000280C95E1CF0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01204] added dtor for sub_bitmap 00000280C95E1EE0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01207] added dtor for sub_bitmap 00000280C95E03C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01212] added dtor for sub_bitmap 00000280C95E6F90, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01216] added dtor for sub_bitmap 00000280C95E8100, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01220] added dtor for sub_bitmap 00000280C95E63F0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01224] added dtor for sub_bitmap 00000280C95E84E0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01227] added dtor for sub_bitmap 00000280C95E8AB0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01231] added dtor for sub_bitmap 00000280C95E67D0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01235] added dtor for sub_bitmap 00000280C95E69C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01238] added dtor for sub_bitmap 00000280C95E86D0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01242] added dtor for sub_bitmap 00000280C95E88C0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01246] added dtor for sub_bitmap 00000280C95E4EA0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01250] added dtor for sub_bitmap 00000280C95E7940, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01254] added dtor for sub_bitmap 00000280C95E6BB0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01258] added dtor for sub_bitmap 00000280C95E7180, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01262] added dtor for sub_bitmap 00000280C95E7370, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01266] added dtor for sub_bitmap 00000280C95E7B30, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01269] added dtor for sub_bitmap 00000280C95E5090, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01273] added dtor for sub_bitmap 00000280C95E65E0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01276] added dtor for sub_bitmap 00000280C95E7560, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01280] added dtor for sub_bitmap 00000280C95E6DA0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01283] added dtor for sub_bitmap 00000280C95E82F0, func 00007FFC70BE118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01287] added dtor for sub_bitmap 00000280C95E5470, func 00007FFC70BE118B
